,location,district,rooms,size,level,max_levels,price
1067,"город Ташкент, Чиланзарский район, Домбрабад",Чиланзарский,2,46,2,4,32000
1068,"город Ташкент, Учтепинский район, Чиланзар 26-й квартал",Учтепинский,3,70,3,5,48500
1069,"город Ташкент, Чиланзарский район, Домбрабад",Чиланзарский,2,47,4,4,33000
1070,"город Ташкент, Юнусабадский район, проезд Олой Бозори",Юнусабадский,3,135,3,7,200000
1071,"город Ташкент, Мирабадский район, Катта Миробод",Мирабадский,3,75,2,10,125000
1072,"город Ташкент, Яшнободский район, Мавлоно Риёзи жилой комплекс Parkent Village",Яшнободский,5,203,8,8,139999
1073,"город Ташкент, Юнусабадский район, Юнусабад 4-й квартал",Юнусабадский,4,80,3,4,77500
1074,"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",Учтепинский,2,47,1,4,50000
1075,"город Ташкент, Яшнободский район, Городок Авиастроителей 3-й квартал",Яшнободский,3,62,2,7,50000
1076,"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Учтепинский,4,93,9,9,51000
1077,"город Ташкент, Учтепинский район, Чиланзар 26-й квартал",Учтепинский,3,60,5,5,47000
1078,"город Ташкент, Мирзо-Улугбекский район, Академгородок",Мирзо-Улугбекский,5,100,4,4,48000
1079,"город Ташкент, Учтепинский район, Чиланзар 26-й квартал",Учтепинский,3,70,1,5,48000
1080,"город Ташкент, Шайхантахурский район, Самарканд Дарвоза",Шайхантахурский,2,75,4,7,47000
1081,"город Ташкент, Яшнободский район, Махтумкули",Яшнободский,2,65,2,7,65999
1082,"город Ташкент, Чиланзарский район, Чиланзар квартал 20А",Чиланзарский,3,62,3,6,68000
1083,"город Ташкент, Мирзо-Улугбекский район, Хумаюн",Мирзо-Улугбекский,3,95,5,5,50000
1084,"город Ташкент, Мирзо-Улугбекский район, Паркент",Мирзо-Улугбекский,5,95,4,4,70000
1085,"город Ташкент, Чиланзарский район, Чиланзар квартал Е",Чиланзарский,1,28,2,4,30000
1086,"город Ташкент, Яшнободский район, Паркентская (Генерала Петрова,) ",Яшнободский,4,110,6,9,113000
1087,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 2-й квартал",Мирзо-Улугбекский,2,60,6,9,34000
1088,"город Ташкент, Юнусабадский район, Минор",Юнусабадский,3,53,3,4,74900
1089,"город Ташкент, Юнусабадский район, Юнусабад 16-й квартал",Юнусабадский,3,70,5,5,40000
1090,"город Ташкент, Юнусабадский район, Киёт",Юнусабадский,4,130,8,9,115000
1091,"город Ташкент, Яшнободский район, Эльбека",Яшнободский,3,105,1,5,92000
1092,"город Ташкент, Юнусабадский район, Матонат",Юнусабадский,4,85,2,4,74900
1093,"город Ташкент, Яккасарайский район, Бабура",Яккасарайский,2,47,4,4,48000
1094,"город Ташкент, Яккасарайский район, Мукими",Яккасарайский,3,70,6,8,85000
1095,"город Ташкент, Чиланзарский район, Катта козиробод",Чиланзарский,3,77,1,4,49500
1096,"город Ташкент, Мирзо-Улугбекский район, Мирзо Улугбека",Мирзо-Улугбекский,3,80,5,7,104900
1097,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 2-й квартал",Мирзо-Улугбекский,2,43,4,4,28500
1098,"город Ташкент, Яккасарайский район, Ул. ШОТА РУСТАВИЛИ",Яккасарайский,2,56,4,5,54000
1099,"город Ташкент, Шайхантахурский район, Дружба",Шайхантахурский,5,190,2,5,130000
1100,"город Ташкент, Мирзо-Улугбекский район, Хумаюн",Мирзо-Улугбекский,2,60,3,5,31000
1101,"город Ташкент, Чиланзарский район, Чиланзар квартал 20Д",Чиланзарский,2,54,2,4,38000
1102,"город Ташкент, Чиланзарский район, Аль-Хорезми-2",Чиланзарский,3,90,7,9,60000
1103,"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",Учтепинский,2,48,3,4,37800
1104,"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Чиланзарский,3,57,1,4,42500
