,district,rooms,size,level,max_levels,price
2048,Юнусабадский,3,100.0,2,4,88000.0
2049,Юнусабадский,4,82.0,1,2,104000.0
2050,Мирабадский,2,65.0,2,4,85000.0
2051,Юнусабадский,4,88.0,4,4,78000.0
2052,Юнусабадский,4,90.0,4,5,150000.0
2053,Яккасарайский,4,130.0,1,5,236000.0
2054,Сергелийский,3,105.6,9,9,45474.0
2055,Яккасарайский,3,70.0,3,3,55000.0
2056,Яккасарайский,1,43.0,5,16,38500.0
2057,Яккасарайский,5,115.0,4,5,70500.0
2058,Яшнободский,3,80.0,2,4,74000.0
2059,Чиланзарский,2,42.0,2,4,32500.0
2060,Учтепинский,2,42.0,1,4,34000.0
2061,Чиланзарский,2,40.0,3,4,38500.0
2062,Мирабадский,3,83.0,7,9,65000.0
2063,Яшнободский,2,56.0,4,9,53000.0
2064,Учтепинский,3,115.0,6,9,80000.0
2065,Юнусабадский,4,97.0,2,9,80000.0
2066,Чиланзарский,6,120.0,1,4,84000.0
2067,Мирабадский,4,200.0,6,9,162000.0
2068,Яшнободский,3,75.0,5,9,79000.0
2069,Мирзо-Улугбекский,3,76.0,2,5,57000.0
2070,Чиланзарский,3,54.0,4,4,37000.0
2071,Шайхантахурский,3,72.0,8,9,42500.0
2072,Олмазорский,1,40.0,5,5,23500.0
2073,Олмазорский,2,60.0,1,4,40000.0
2074,Мирзо-Улугбекский,2,63.0,4,9,55500.0
2075,Мирабадский,5,120.0,8,9,115000.0
2076,Мирабадский,4,100.0,2,16,98000.0
2077,Сергелийский,5,120.0,9,9,59000.0
2078,Мирабадский,3,105.0,7,7,95000.0
2079,Мирабадский,3,94.0,2,7,96000.0
2080,Мирзо-Улугбекский,3,75.0,4,9,66000.0
2081,Яккасарайский,2,83.0,5,7,77000.0
2082,Мирабадский,3,75.0,6,9,103000.0
2083,Яккасарайский,4,105.0,1,9,67000.0
2084,Мирабадский,2,40.0,1,1,23500.0
2085,Мирзо-Улугбекский,2,60.0,2,4,78000.0
2086,Мирабадский,1,38.0,2,9,38000.0
2087,Яккасарайский,5,215.0,8,9,165000.0
2088,Юнусабадский,3,105.0,3,4,69000.0
2089,Мирабадский,2,90.0,9,12,65000.0
2090,Мирабадский,3,75.0,9,9,56000.0
2091,Мирабадский,3,125.0,4,9,130000.0
2092,Мирабадский,2,75.0,3,9,91000.0
2093,Мирабадский,2,80.0,1,9,88000.0
2094,Мирабадский,3,75.0,9,9,80000.0
2095,Яккасарайский,3,80.0,11,16,48000.0
2096,Мирабадский,2,53.0,3,4,54000.0
2097,Яшнободский,3,140.0,2,4,140000.0
2098,Мирабадский,5,120.0,13,16,115000.0
2099,Яккасарайский,2,70.0,1,9,56000.0
2100,Яккасарайский,4,150.0,4,16,64000.0
2101,Юнусабадский,4,86.0,4,4,63000.0
2102,Яшнободский,3,93.0,2,13,33776.0
2103,Юнусабадский,4,110.0,3,9,88000.0
2104,Юнусабадский,1,65.0,2,4,75500.0
2105,Юнусабадский,2,51.0,3,4,50000.0
2106,Юнусабадский,2,60.0,2,9,44500.0
2107,Чиланзарский,3,95.0,7,7,40858.0
2108,Мирзо-Улугбекский,3,80.0,5,5,36000.0
2109,Чиланзарский,3,68.0,3,5,42000.0
2110,Мирзо-Улугбекский,3,86.0,3,4,93000.0
2111,Мирзо-Улугбекский,5,101.0,6,9,86000.0
2112,Мирзо-Улугбекский,2,60.0,1,5,71000.0
2113,Юнусабадский,1,40.0,2,4,62500.0
2114,Яшнободский,3,70.0,2,5,47000.0
2115,Юнусабадский,3,125.0,5,9,110000.0
2116,Яккасарайский,1,44.0,2,9,27000.0
2117,Юнусабадский,2,60.0,9,9,49999.0
2118,Яшнободский,4,94.0,5,9,65000.0
2119,Юнусабадский,4,90.0,2,4,78000.0
2120,Юнусабадский,3,74.0,4,4,64000.0
2121,Мирзо-Улугбекский,3,70.0,4,4,32500.0
2122,Мирзо-Улугбекский,4,100.0,3,4,88000.0
2123,Мирзо-Улугбекский,1,38.51,3,4,21000.0
2124,Мирзо-Улугбекский,2,50.0,4,4,26500.0
2125,Юнусабадский,4,86.0,2,4,74000.0
2126,Яккасарайский,5,116.0,3,9,88000.0
2127,Мирзо-Улугбекский,2,51.0,4,4,25500.0
2128,Яккасарайский,3,76.0,5,9,43500.0
2129,Мирзо-Улугбекский,1,34.0,4,4,20500.0
2130,Мирзо-Улугбекский,3,70.0,2,4,36000.0
2131,Янгихаётский,2,28.0,1,4,23000.0
2132,Яккасарайский,2,52.0,4,5,32500.0
2133,Шайхантахурский,3,72.0,2,9,58500.0
2134,Мирзо-Улугбекский,3,110.0,4,7,158000.0
2135,Яшнободский,2,58.0,5,5,31000.0
2136,Яккасарайский,5,113.0,4,5,70000.0
2137,Мирабадский,2,50.0,5,6,60000.0
2138,Яшнободский,2,62.0,7,9,33500.0
2139,Сергелийский,2,43.0,2,7,31000.0
2140,Юнусабадский,1,34.0,3,4,24500.0
2141,Мирзо-Улугбекский,3,80.0,7,8,70000.0
2142,Яшнободский,3,75.0,4,9,53000.0
2143,Мирабадский,3,67.0,2,4,60000.0
2144,Мирзо-Улугбекский,1,35.0,3,5,32500.0
2145,Мирзо-Улугбекский,3,88.0,5,9,105000.0
2146,Чиланзарский,4,80.0,3,5,45000.0
2147,Учтепинский,8,8.5,2,2,230000.0
2148,Юнусабадский,5,105.0,3,5,95000.0
2149,Яккасарайский,3,90.0,5,5,45000.0
2150,Чиланзарский,3,91.0,3,4,49000.0
2151,Мирзо-Улугбекский,4,95.0,7,9,50000.0
2152,Чиланзарский,1,24.0,3,3,20000.0
2153,Мирабадский,3,85.0,5,9,74000.0
2154,Учтепинский,4,92.0,3,4,62000.0
2155,Яккасарайский,1,44.0,2,9,27000.0
2156,Сергелийский,2,62.0,2,9,37000.0
2157,Мирабадский,2,55.0,3,4,51000.0
2158,Мирабадский,2,62.0,3,9,53000.0
2159,Чиланзарский,3,67.0,4,4,35500.0
2160,Учтепинский,2,64.0,3,5,38000.0
2161,Мирабадский,1,42.0,5,6,60000.0
2162,Яшнободский,4,100.0,3,4,145000.0
2163,Учтепинский,2,63.0,9,9,33000.0
2164,Мирзо-Улугбекский,1,40.0,3,3,32500.0
2165,Мирзо-Улугбекский,1,40.0,3,3,32500.0
2166,Мирзо-Улугбекский,1,18.0,4,4,12000.0
2167,Чиланзарский,4,100.0,4,9,95000.0
2168,Мирзо-Улугбекский,1,41.0,3,4,31000.0
2169,Мирзо-Улугбекский,1,39.0,1,4,26000.0
2170,Мирзо-Улугбекский,1,24.0,2,4,13500.0
2171,Мирзо-Улугбекский,1,33.0,3,5,25500.0
2172,Мирзо-Улугбекский,2,45.0,2,4,33505.0
2173,Яккасарайский,5,116.0,3,9,88000.0
2174,Мирзо-Улугбекский,2,60.0,1,5,46000.0
2175,Мирабадский,3,180.0,2,7,225000.0
2176,Яккасарайский,2,42.0,5,9,23500.0
2177,Яккасарайский,2,43.0,5,9,25500.0
2178,Яккасарайский,2,54.0,2,9,29500.0
2179,Яккасарайский,2,64.0,1,5,42000.0
2180,Яккасарайский,4,96.0,2,5,84000.0
2181,Чиланзарский,1,30.0,1,4,24500.0
2182,Яккасарайский,4,110.0,4,8,71800.0
2183,Яккасарайский,2,36.0,2,5,37000.0
2184,Мирабадский,3,100.0,3,7,130000.0
2185,Сергелийский,2,50.0,1,4,37000.0
2186,Мирзо-Улугбекский,2,65.0,5,5,37000.0
2187,Чиланзарский,3,88.0,6,8,55000.0
2188,Мирзо-Улугбекский,2,64.0,5,5,34000.0
2189,Мирабадский,4,100.0,7,9,105000.0
2190,Мирзо-Улугбекский,3,69.0,4,4,47000.0
2191,Мирзо-Улугбекский,2,59.0,3,5,44000.0
2192,Мирзо-Улугбекский,3,62.0,3,4,37000.0
2193,Яккасарайский,2,36.0,2,4,29500.0
2194,Яккасарайский,2,51.0,4,4,33500.0
2195,Мирабадский,1,38.0,2,9,37000.0
2196,Яккасарайский,2,59.0,1,2,33500.0
2197,Яккасарайский,2,42.0,2,2,34500.0
2198,Яккасарайский,2,45.0,1,2,40000.0
2199,Мирабадский,2,52.0,8,8,87000.0
2200,Яккасарайский,2,53.0,1,9,36500.0
2201,Мирабадский,4,120.0,2,8,145000.0
2202,Яккасарайский,3,106.0,4,6,138000.0
2203,Яккасарайский,2,42.0,1,2,37000.0
2204,Яккасарайский,4,100.0,7,9,60000.0
2205,Яккасарайский,1,40.0,2,5,27500.0
2206,Мирабадский,4,135.0,5,5,215000.0
2207,Мирабадский,3,105.0,2,8,172000.0
2208,Юнусабадский,3,70.0,4,4,64500.0
2209,Мирабадский,4,98.0,1,4,64000.0
2210,Яккасарайский,2,56.0,4,4,37000.0
2211,Мирабадский,2,50.0,3,5,38500.0
2212,Мирзо-Улугбекский,3,74.0,8,9,50000.0
2213,Яккасарайский,4,131.0,7,8,85000.0
2214,Мирзо-Улугбекский,2,60.0,3,9,53000.0
2215,Мирабадский,4,147.0,3,12,136500.0
2216,Юнусабадский,1,42.0,4,4,25000.0
2217,Мирзо-Улугбекский,3,65.0,4,5,41500.0
2218,Учтепинский,1,42.0,4,5,25500.0
2219,Мирзо-Улугбекский,3,74.0,2,9,58000.0
2220,Учтепинский,2,58.0,2,5,33800.0
2221,Мирзо-Улугбекский,2,50.0,1,4,36500.0
2222,Чиланзарский,3,90.0,5,9,39500.0
2223,Мирабадский,2,62.0,9,9,57000.0
2224,Мирзо-Улугбекский,2,64.0,1,4,65000.0
2225,Чиланзарский,3,67.0,4,4,35500.0
2226,Мирабадский,4,120.0,1,4,135000.0
2227,Яккасарайский,2,54.0,1,2,37000.0
2228,Яшнободский,3,63.0,4,5,43500.0
2229,Яккасарайский,2,55.0,4,5,37000.0
2230,Яккасарайский,2,60.0,8,9,37000.0
2231,Яккасарайский,2,48.0,1,4,37500.0
2232,Юнусабадский,2,60.0,2,4,75000.0
2233,Мирзо-Улугбекский,2,47.0,3,9,46500.0
2234,Мирзо-Улугбекский,2,40.0,2,5,40000.0
2235,Юнусабадский,2,55.0,5,5,31500.0
2236,Мирзо-Улугбекский,2,50.0,2,4,32000.0
2237,Мирзо-Улугбекский,2,55.0,4,4,32000.0
2238,Мирзо-Улугбекский,2,60.0,2,4,42000.0
2239,Мирзо-Улугбекский,1,24.0,3,4,15000.0
2240,Юнусабадский,3,81.0,4,4,61500.0
2241,Мирзо-Улугбекский,2,65.0,3,9,60000.0
2242,Яккасарайский,2,52.0,9,12,38500.0
2243,Олмазорский,3,113.0,3,4,80000.0
2244,Мирзо-Улугбекский,2,60.0,1,4,39000.0
2245,Чиланзарский,2,51.0,1,4,36500.0
2246,Учтепинский,2,50.0,1,4,36500.0
2247,Мирабадский,4,130.0,3,9,105000.0
2248,Мирзо-Улугбекский,2,55.0,5,5,33000.0
2249,Мирабадский,3,113.0,5,5,65000.0
2250,Чиланзарский,2,50.0,5,5,42000.0
2251,Чиланзарский,2,51.0,1,4,39500.0
2252,Чиланзарский,5,100.0,2,4,68000.0
2253,Учтепинский,2,54.0,3,5,35000.0
2254,Мирзо-Улугбекский,3,75.0,3,4,67000.0
2255,Мирабадский,5,235.0,6,7,375000.0
2256,Яккасарайский,2,48.0,1,4,39000.0
2257,Юнусабадский,3,125.0,3,9,82000.0
2258,Яккасарайский,2,53.0,9,12,39000.0
2259,Юнусабадский,2,60.0,2,9,55000.0
2260,Яккасарайский,2,53.0,5,8,43000.0
2261,Юнусабадский,4,160.0,3,9,105000.0
2262,Яккасарайский,2,42.0,2,2,39000.0
2263,Яккасарайский,2,40.0,1,4,40000.0
2264,Яккасарайский,2,55.0,3,9,40000.0
2265,Мирабадский,2,50.0,4,4,47000.0
2266,Яккасарайский,2,50.0,2,2,41000.0
2267,Чиланзарский,1,30.0,2,4,25700.0
2268,Мирзо-Улугбекский,1,24500.0,2,5,24500.0
2269,Мирзо-Улугбекский,1,26.0,3,4,22500.0
2270,Сергелийский,2,52.0,2,5,36500.0
2271,Мирзо-Улугбекский,3,80.0,1,4,110000.0
2272,Мирзо-Улугбекский,1,40.0,5,5,26500.0
2273,Мирзо-Улугбекский,1,40.0,4,4,25000.0
2274,Шайхантахурский,4,100.0,5,9,76000.0
2275,Мирзо-Улугбекский,2,50.0,3,4,42000.0
2276,Яккасарайский,2,52.0,4,4,41000.0
2277,Мирабадский,2,65.0,2,4,66000.0
2278,Мирзо-Улугбекский,4,140.0,4,5,105000.0
2279,Яккасарайский,2,48.0,2,3,42000.0
2280,Мирабадский,1,45.0,1,4,42000.0
2281,Шайхантахурский,2,74.0,8,9,65000.0
2282,Чиланзарский,2,55.0,2,2,44000.0
2283,Мирзо-Улугбекский,1,40.0,1,4,24000.0
2284,Мирзо-Улугбекский,1,36.0,2,4,25000.0
2285,Мирзо-Улугбекский,1,18.0,4,4,12000.0
2286,Мирзо-Улугбекский,1,31.0,2,3,20000.0
2287,Юнусабадский,3,72.0,3,4,75000.0
2288,Юнусабадский,3,75.0,1,4,107000.0
2289,Юнусабадский,1,43.0,7,9,38000.0
2290,Юнусабадский,4,279.0,1,3,150000.0
2291,Яшнободский,1,52.0,4,5,57000.0
2292,Яккасарайский,2,50.0,7,8,45000.0
2293,Яккасарайский,2,53.0,4,5,46000.0
2294,Мирабадский,3,85.0,2,5,78000.0
2295,Яккасарайский,2,55.0,2,4,146000.0
2296,Мирабадский,3,80.0,3,5,72000.0
2297,Мирабадский,3,75.0,4,5,55000.0
2298,Юнусабадский,1,43.0,1,4,47500.0
2299,Юнусабадский,3,75.0,1,4,95000.0
2300,Мирзо-Улугбекский,3,110.0,5,5,105000.0
2301,Яшнободский,3,86.0,4,9,89000.0
2302,Яккасарайский,2,69.0,4,9,47000.0
2303,Олмазорский,3,70.0,6,7,57000.0
2304,Мирзо-Улугбекский,2,60.0,3,5,45000.0
2305,Яшнободский,3,80.0,1,5,78000.0
2306,Мирабадский,4,100.0,4,4,68000.0
2307,Яккасарайский,2,68.0,9,9,47000.0
2308,Яккасарайский,2,66.0,2,9,47000.0
2309,Мирабадский,5,110.0,8,9,83000.0
2310,Яшнободский,3,75.0,6,9,82000.0
2311,Яккасарайский,2,50.0,2,3,47000.0
2312,Яккасарайский,2,56.0,4,4,47000.0
2313,Мирабадский,4,145.0,5,9,120000.0
2314,Яккасарайский,2,60.0,5,9,48000.0
2315,Яккасарайский,2,51.0,4,4,49500.0
2316,Яккасарайский,2,65.0,2,8,75000.0
2317,Яккасарайский,2,51.0,5,5,51000.0
2318,Мирзо-Улугбекский,3,75.0,1,4,90000.0
2319,Мирабадский,3,80.0,4,4,88000.0
2320,Мирабадский,2,65.0,9,9,55000.0
2321,Яшнободский,2,65.0,5,5,68000.0
2322,Юнусабадский,3,75.0,4,4,55000.0
2323,Юнусабадский,1,42.0,1,4,50000.0
2324,Мирабадский,1,42.0,1,9,46000.0
2325,Мирабадский,2,68.0,5,5,44000.0
2326,Мирабадский,4,120.0,1,2,130000.0
2327,Яшнободский,2,65.0,1,5,71000.0
2328,Яшнободский,4,95.0,4,5,91000.0
2329,Яшнободский,4,100.0,1,5,98000.0
2330,Мирабадский,2,50.0,4,4,47000.0
2331,Яккасарайский,1,30.0,4,5,33500.0
2332,Яккасарайский,2,50.0,2,5,52000.0
2333,Мирабадский,4,120.0,7,8,95000.0
2334,Яшнободский,2,65.0,5,5,68000.0
2335,Яккасарайский,3,70.0,2,7,75000.0
2336,Яшнободский,2,52.0,1,4,40000.0
2337,Яшнободский,3,80.0,4,5,90000.0
2338,Мирзо-Улугбекский,3,75.0,6,7,69000.0
2339,Юнусабадский,3,131.0,4,8,125000.0
2340,Мирзо-Улугбекский,2,62.0,2,4,73000.0
2341,Яшнободский,3,86.0,4,9,89000.0
2342,Яккасарайский,2,61.0,1,5,54000.0
2343,Мирзо-Улугбекский,2,50.0,3,4,33500.0
2344,Мирабадский,3,130.0,2,8,110000.0
2345,Мирзо-Улугбекский,2,64.0,5,5,34000.0
2346,Учтепинский,4,90.0,5,5,42000.0
2347,Мирзо-Улугбекский,1,33.0,4,4,23000.0
2348,Мирзо-Улугбекский,2,51.0,3,4,35000.0
2349,Мирзо-Улугбекский,1,19.0,4,4,20500.0
2350,Мирзо-Улугбекский,2,38.0,2,4,35500.0
2351,Мирзо-Улугбекский,1,30.0,5,5,23500.0
2352,Мирзо-Улугбекский,2,52.0,1,2,31000.0
2353,Яккасарайский,2,52.0,1,3,54000.0
2354,Яккасарайский,2,57.0,3,4,54998.0
2355,Яшнободский,2,58.0,4,9,39000.0
2356,Мирзо-Улугбекский,5,100.0,4,4,48000.0
2357,Мирзо-Улугбекский,2,60.0,6,9,38500.0
2358,Мирзо-Улугбекский,2,52.0,5,5,32000.0
2359,Яккасарайский,1,39.0,1,5,26700.0
2360,Шайхантахурский,4,93.0,9,9,56000.0
2361,Юнусабадский,2,63.0,3,4,45000.0
2362,Чиланзарский,1,27.0,3,3,19500.0
2363,Мирабадский,4,3.0,1,1,50000.0
2364,Юнусабадский,3,70.0,3,4,57000.0
2365,Мирзо-Улугбекский,2,63.0,4,9,46000.0
2366,Мирзо-Улугбекский,1,23.0,2,3,17500.0
2367,Яккасарайский,4,210.0,5,5,250000.0
2368,Мирзо-Улугбекский,3,75.0,3,7,65000.0
2369,Мирзо-Улугбекский,3,80.0,1,4,92000.0
2370,Юнусабадский,1,28.0,3,4,26500.0
2371,Сергелийский,3,90.0,3,9,45000.0
2372,Мирзо-Улугбекский,2,50.0,2,4,48000.0
2373,Яккасарайский,3,79.0,8,9,74000.0
2374,Мирабадский,5,110.0,5,9,135000.0
2375,Мирабадский,3,76.0,7,16,63000.0
2376,Мирабадский,4,110.0,9,9,85000.0
2377,Яшнободский,3,87.0,8,9,43000.0
2378,Сергелийский,5,108.0,4,5,46500.0
2379,Мирабадский,4,150.0,6,9,145000.0
2380,Яккасарайский,2,65.0,2,9,48500.0
2381,Чиланзарский,2,43.0,2,4,36000.0
2382,Мирзо-Улугбекский,6,347.0,3,9,240000.0
2383,Яккасарайский,5,280.0,1,8,280000.0
2384,Юнусабадский,1,40.0,3,5,30000.0
2385,Мирабадский,3,100.0,7,9,90000.0
2386,Мирабадский,3,105.0,7,8,93000.0
2387,Шайхантахурский,1,43.0,3,4,38500.0
2388,Олмазорский,2,53.0,2,4,23500.0
2389,Мирабадский,3,80.0,2,4,80000.0
2390,Сергелийский,2,59.0,2,7,25000.0
2391,Яккасарайский,3,75.0,5,9,47000.0
2392,Олмазорский,1,42.0,4,5,22800.0
2393,Мирзо-Улугбекский,3,83.0,5,8,110000.0
2394,Мирабадский,3,80.0,8,9,53000.0
2395,Мирабадский,2,60.0,8,9,32000.0
2396,Мирабадский,2,60.0,9,9,35000.0
2397,Юнусабадский,1,25.0,3,4,23501.0
2398,Мирабадский,2,60.0,5,8,42000.0
2399,Сергелийский,2,73.0,3,7,35200.0
2400,Яккасарайский,4,190.0,7,8,200000.0
2401,Яккасарайский,2,100.0,8,8,120000.0
2402,Шайхантахурский,2,46.0,5,9,24500.0
